location_id,location_name,category,multi_labels,avg_sentimen_skor,total_ulasan,sentimen_label_lokasi,latitude,longitude,price_min,price_max,jam_buka,jam_tutup,estimasi_durasi_menit,deskripsi_google,price_type,subcategory,tags_sintetis,jam_buka_weekday,jam_tutup_weekday,jam_buka_weekend,jam_tutup_weekend,sumber_deskripsi,sumber_jam,status_deskripsi,status_jam,catatan_jam,avg_rating,ulasan_positif,ulasan_negatif,sentiment_score,sentiment_model_source,sentiment_model_version,sentiment_available
LOC-079,Situ Cileunca Pangalengan Bandung,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Santai/Healing', 'Wahana Ekstrem']",0.885,200.0,Sangat Positif,-7.1962036,107.5514079,5000,5000,08:00,17:00,120,Penyeberangan perahu dan rakit ke area piknik berumput dan jalur bersepeda di sekitar danau gunung yang damai.,Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.56,182.0,5.0,0.885,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-080,Situ Cisanti,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Santai/Healing']",0.841025641025641,195.0,Sangat Positif,-7.2093913,107.6574773,10000,20000,07:00,17:00,120,"Situ Cisanti merupakan danau asri di kaki Gunung Wayang, Kertasari, yang terkenal sebagai titik nol kilometer hulu Sungai Citarum serta dikelilingi pemandangan hutan eucalyptus yang menenangkan.",Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.5487179487179485,170.0,6.0,0.841025641025641,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-081,Situ Ciseupan Cibeber,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Santai/Healing']",0.7959183673469388,49.0,Sangat Positif,-6.8932952,107.5160775,5000,5000,07:00,17:00,120,"Situ Ciseupan Cibeber di Cimahi Selatan menawarkan panorama danau tenang berlatar perbukitan hijau, dilengkapi restoran saung makan terapung, kolam pemancingan, serta fasilitas glamping.",Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",08:00,20:00,08:00,20:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.612244897959184,41.0,2.0,0.7959183673469388,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-082,Situ Patenggang Ciwidey Bandung,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Santai/Healing']",0.735,200.0,Sangat Positif,-7.1672928,107.3576729,25000,25000,07:00,17:00,120,"Situ Patenggang adalah danau eksotis seluas 45.000 hektar di Rancabali, Ciwidey yang dikelilingi kebun teh asri dan memiliki legenda cinta legendaris di Pulau Asmara serta Batu Cinta.",Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.36,165.0,18.0,0.735,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-083,Stone Garden Citatah,Wisata Alam,"['Alam', 'Spot Foto', 'Kuliner', 'Santai/Healing']",0.9074074074074074,54.0,Sangat Positif,-6.8250977,107.4375517,15000,20000,07:00,17:00,120,"Stone Garden Citatah adalah geopark berupa hamparan formasi batuan kapur purba berusia 20-30 juta tahun di puncak Gunung Masigit, Cipatat, yang menyuguhkan panorama perbukitan eksotis.",Per Orang,Taman batu,"Alam, Outdoor, Pemandangan, Udara Segar",06:00,18:00,06:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.62962962962963,50.0,1.0,0.9074074074074074,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-084,Sunrise Point Cukul,Wisata Alam,"['Alam', 'Spot Foto', 'Kuliner', 'Belanja', 'Santai/Healing', 'Wahana Ekstrem']",0.9361702127659576,94.0,Sangat Positif,-7.2337053,107.5342649,10000,10000,05:00,18:00,120,Titik pengamatan populer yang menawarkan pemandangan indah matahari terbit di bukit hijau dengan kebun teh.,Per Orang,Titik panorama,"Alam, Outdoor, Pemandangan, Udara Segar",05:00,18:00,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.808510638297872,90.0,2.0,0.9361702127659576,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-085,Tahura Gunung Kunci,Wisata Alam,"['Alam', 'Ramah Anak', 'Edukasi', 'Santai/Healing']",0.8588235294117647,595.0,Sangat Positif,-7.2145,107.3579,10000,10000,08:00,16:30,120,"Taman indah dengan hutan, jalan setapak dan reruntuhan benteng dari era kolonial Belanda.",Per Orang,Hutan raya,"Alam, Outdoor, Pemandangan, Udara Segar",08:00,16:30,08:00,16:30,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.502521008403361,531.0,20.0,0.8588235294117647,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-086,Taman Alun-Alun Kota Cimahi,Taman Kota,"['Alam', 'Ramah Anak', 'Kuliner']",0.8472834067547724,681.0,Sangat Positif,-6.8732,107.5423,0,0,00:00,23:59,60,"Taman kota yang rindang di dekat Masjid Agung, dengan taman bermain, kedai makanan, dan acara akhir pekan.",Gratis,Ruang publik kota,"Ruang Publik, Santai, Jalan-jalan",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.538913362701909,601.0,24.0,0.8472834067547724,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-087,Taman Ecowisata Cimenteng,Wisata Alam,"['Alam', 'Ramah Anak', 'Kuliner', 'Santai/Healing']",0.9824561403508772,57.0,Sangat Positif,-6.8422004,107.5467493,0,0,06:00,18:00,120,"Taman ekowisata dan edukasi lingkungan di perbukitan Cimahi Utara yang menyediakan area kuliner tradisional Pasar Awi Campernik, camping ground, dan arena panahan.",Gratis,Ekowisata,"Alam, Outdoor, Pemandangan, Udara Segar",06:00,18:00,06:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.87719298245614,56.0,0.0,0.9824561403508772,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-088,Taman Endog,Taman Kota,['Kuliner'],0.8163265306122449,98.0,Sangat Positif,-6.8474026,107.9240642,0,0,00:00,23:59,60,Patung rumit dan terkenal berbentuk tangan yang memegang telur emas di taman kota yang mungil.,Gratis,Ruang publik kota,"Ruang Publik, Santai, Jalan-jalan",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.561224489795919,84.0,4.0,0.8163265306122449,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-089,Taman Film,Taman Kota,"['Alam', 'Ramah Anak', 'Kuliner', 'Santai/Healing']",0.7474747474747475,198.0,Sangat Positif,-6.8985088,107.6077767,0,0,00:00,23:59,60,Taman kreatif dengan rumput sintetis & bioskop outdoor tertutup dengan area duduk yang unik.,Gratis,Ruang publik kota,"Ruang Publik, Santai, Jalan-jalan",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.2727272727272725,158.0,10.0,0.7474747474747475,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-090,Taman Foto Bandung,Taman Kota,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Santai/Healing']",0.855,200.0,Sangat Positif,-6.9134767,107.6271878,0,0,00:00,23:59,60,"Jalan setapak & bangku di bawah pohon tinggi, plus area bermain & kafe di sekitar dengan tempat duduk outdoor.",Gratis,Ruang publik kota,"Ruang Publik, Santai, Jalan-jalan",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.555,177.0,6.0,0.855,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-091,Taman Hutan Raya Ir. H. Djuanda,Taman Kota,"['Alam', 'Ramah Anak', 'Spot Foto', 'Edukasi', 'Kuliner', 'Belanja', 'Santai/Healing', 'Wahana Ekstrem']",0.975,200.0,Sangat Positif,-6.8566957,107.6334977,17000,17000,08:00,16:00,60,"Kawasan konservasi seluas 590 hektare & kebun raya dengan jalur untuk berjalan kaki, gua, & air terjun.",Per Orang,Ruang publik kota,"Ruang Publik, Santai, Jalan-jalan",08:00,16:00,08:00,16:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.85,196.0,1.0,0.975,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-092,Taman Jomblo,Taman Kota,"['Alam', 'Ramah Anak', 'Kuliner']",0.5778894472361809,199.0,Positif,-6.8981221,107.6092198,5000,10000,00:00,23:59,60,"Taman kota di bawah jembatan jalan layang, dengan tempat duduk berbentuk kubus & area skateboard.",Per Orang,Ruang publik kota,"Ruang Publik, Santai, Jalan-jalan",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,3.969849246231156,132.0,17.0,0.5778894472361809,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-093,Taman Kartini,Taman Kota,"['Alam', 'Ramah Anak', 'Kuliner', 'Santai/Healing']",0.7570621468926554,177.0,Sangat Positif,-6.8886533,107.536768,0,0,08:30,16:00,60,"Taman kota bersejarah peninggalan kolonial Belanda di Cimahi Tengah yang berfungsi sebagai ruang terbuka hijau rindang, ramah anak, dan tempat bersantai warga.",Gratis,Ruang publik kota,"Ruang Publik, Santai, Jalan-jalan",08:30,16:00,Tutup,Tutup,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.4124293785310735,145.0,11.0,0.7570621468926554,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-094,Taman Lalu Lintas Ade Irma Suryani Nasution,Tempat Belajar,"['Alam', 'Ramah Anak', 'Spot Foto', 'Edukasi', 'Kuliner', 'Belanja', 'Santai/Healing', 'Wahana Ekstrem']",0.845,200.0,Sangat Positif,-6.91193,107.613624,10000,15000,08:00,15:00,90,"Tempat rekreasi dengan taman lalu lintas yang mengajarkan keamanan bagi anak, kolam renang, & taman bermain.",Per Orang,Edukasi lalu lintas,"Wisata, Umum, Menarik",08:00,15:00,08:00,15:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.515,178.0,9.0,0.845,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-095,Taman Langit Pangalengan (Sunrise Point & Camping Ground),Tempat Camping,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Belanja']",0.9,200.0,Sangat Positif,-7.218568,107.575971,5000,15000,08:00,17:00,90,"Pos pengamatan puncak bukit, populer saat sunrise & sunset, plus jalan setapak, gardu pandang & panorama luas.",Per Orang,Camping ground,"Wisata, Umum, Menarik",05:00,17:00,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.63,186.0,6.0,0.9,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-096,Taman Lansia,Taman Kota,"['Alam', 'Ramah Anak', 'Spot Foto', 'Edukasi', 'Kuliner', 'Belanja', 'Santai/Healing']",0.8743718592964824,199.0,Sangat Positif,-6.8975989,107.6312048,0,0,00:00,23:59,60,"Taman yang tenang dan indah, dengan area piknik, jalur jogging, penjual makanan & patung dinosaurus besar.",Gratis,Ruang publik kota,"Ruang Publik, Santai, Jalan-jalan",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.442211055276382,177.0,3.0,0.8743718592964824,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-097,Taman Lembah Dewata,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Belanja', 'Santai/Healing']",0.75,304.0,Sangat Positif,-6.8115695,107.6428718,20000,25000,08:00,17:00,180,"Taman tepi danau yang populer dengan penyewaan sepeda & perahu dayung, jalan setapak & menunggang kuda.",Per Orang,Taman rekreasi alam,"Keluarga, Anak-anak, Wahana, Seru",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.384868421052632,254.0,26.0,0.75,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-098,Taman Musik,Taman Kota,"['Alam', 'Ramah Anak', 'Kuliner', 'Santai/Healing']",0.935483870967742,31.0,Sangat Positif,-6.9119444,107.6159987,0,0,00:00,23:59,60,Taman Musik Centrum adalah taman tematik di Bandung seluas 4.200 m² yang memiliki tugu gitar raksasa sebagai monumen peringatan tragedi konser 2008 serta berfungsi sebagai ruang kreativitas komunitas musik lokal.,Gratis,Ruang publik kota,"Ruang Publik, Santai, Jalan-jalan",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.612903225806452,29.0,0.0,0.935483870967742,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-099,Taman Superhero,Taman Kota,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Belanja', 'Santai/Healing']",0.905,200.0,Sangat Positif,-6.9107448,107.6306343,0,0,00:00,23:59,60,"Taman kota kecil dengan patung pahlawan super dari buku komik, plus jalan rindang & peralatan bermain.",Gratis,Ruang publik kota,"Ruang Publik, Santai, Jalan-jalan",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.55,185.0,4.0,0.905,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-100,Tebing Karaton,Wisata Alam,"['Alam', 'Spot Foto', 'Belanja']",1.0,17.0,Sangat Positif,-6.8348771,107.6637416,17000,17000,08:00,16:00,120,"Tempat yang terkenal dengan pemandangan hutannya yang indah, terutama saat matahari terbit dan terbenam.",Per Orang,Tebing panorama,"Alam, Outdoor, Pemandangan, Udara Segar",08:00,16:00,08:00,16:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.823529411764706,17.0,0.0,1.0,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-101,Teras Cikapundung Bbws,Taman Kota,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Santai/Healing']",0.81,200.0,Sangat Positif,-6.8843,107.6069,0,0,00:00,23:59,60,"Taman lanskap yang ramai dan menyediakan perahu, air mancur, patung, kebun, konser, & lainnya.",Gratis,Ruang publik sungai,"Ruang Publik, Santai, Jalan-jalan",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.31,170.0,8.0,0.81,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-102,Terminal Wisata Grafika Cikole,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Kuliner', 'Santai/Healing', 'Wahana Ekstrem']",0.8519924098671727,527.0,Sangat Positif,-6.7850486,107.6516285,20000,20000,08:00,22:00,180,"Terminal Wisata Grafika Cikole adalah resor rekreasi bernuansa hutan pinus Lembang yang menawarkan berbagai wahana outbound menantang, penginapan kabin kayu, restoran Sunda, dan wahana Hutan Mycelia.",Per Orang,Kawasan rekreasi keluarga,"Keluarga, Anak-anak, Wahana, Seru",08:00,22:00,08:00,22:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.554079696394687,474.0,25.0,0.8519924098671727,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-103,The Great Asia Africa,Tempat Budaya,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner']",0.6817288801571709,509.0,Sangat Positif,-6.8326049,107.6047628,50000,65000,09:00,18:00,90,"Taman bertema khusus Afrika dan Asia dengan replika desa, kebun binatang kecil, makanan, dan suvenir.",Per Orang,Taman budaya tematik,"Wisata, Umum, Menarik",09:00,18:00,08:00,19:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.255402750491159,400.0,53.0,0.6817288801571709,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-104,The Kings Shopping Centre,Tempat Belanja,"['Ramah Anak', 'Kuliner', 'Belanja']",0.89,200.0,Sangat Positif,-6.9228656,107.6049577,0,0,10:00,21:00,150,"Pusat perbelanjaan legendaris di jantung Kota Bandung yang berdiri sejak 1983 dan kini tampil modern dengan fasilitas berbelanja, bioskop, serta pusat kuliner.",Gratis,Pusat belanja,"Belanja, Indoor, Kuliner, Modern",10:00,21:00,10:00,22:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.55,185.0,7.0,0.89,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-105,The Lodge Maribaya,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto', 'Edukasi', 'Kuliner', 'Santai/Healing', 'Wahana Ekstrem']",0.9018867924528302,265.0,Sangat Positif,-6.8288811,107.688434,50000,65000,08:00,18:00,180,The Lodge Maribaya merupakan destinasi wisata alam instagramable di hutan pinus Lembang yang menawarkan beragam wahana foto ikonik seperti balon udara dan zip bike serta panorama pegunungan Bandung.,Per Orang,Kawasan rekreasi alam,"Keluarga, Anak-anak, Wahana, Seru",09:00,17:00,09:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.754716981132075,249.0,10.0,0.9018867924528302,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-106,The Nice Park Bandung,Rekreasi Keluarga,"['Ramah Anak', 'Kuliner', 'Belanja', 'Wahana Ekstrem']",0.9606299212598424,381.0,Sangat Positif,-6.8235133,107.5555715,30000,60000,09:00,17:45,180,"Taman rekreasi keluarga berkonsep edutainment di Cisarua Bandung Barat yang menggabungkan mini zoo interaktif, rainbow slide, playground anak, dan panorama perbukitan.",Per Orang,Taman rekreasi keluarga,"Keluarga, Anak-anak, Wahana, Seru",09:00,17:45,08:00,17:45,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.955380577427822,373.0,7.0,0.9606299212598424,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-107,Toga Hill,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Santai/Healing']",0.7857142857142857,56.0,Sangat Positif,-6.8769363,107.9091747,10000,10000,10:00,17:00,120,Destinasi wisata perbukitan di Sumedang Selatan yang populer sebagai salah satu spot olahraga paralayang terbaik dan dilengkapi restoran serta pemandangan kota dari ketinggian.,Per Orang,Bukit panorama,"Alam, Outdoor, Pemandangan, Udara Segar",10:00,21:00,10:00,22:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.303571428571429,49.0,5.0,0.7857142857142857,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-108,Trans Studio Bandung,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Belanja', 'Wahana Ekstrem']",0.48,200.0,Positif,-6.9247021,107.6360969,100000,100000,10:00,17:00,180,"Taman hiburan keluarga indoor dengan wahana seru, bioskop, & area bermain untuk anak usia dini.",Per Orang,Taman hiburan indoor,"Keluarga, Anak-anak, Wahana, Seru",10:00,17:00,10:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,3.875,139.0,43.0,0.48,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-109,Trans Studio Mall Bandung,Tempat Belanja,"['Alam', 'Ramah Anak', 'Kuliner', 'Belanja']",0.265,200.0,Positif,-6.9256414,107.6367469,0,0,10:00,22:00,150,Salah satu pusat perbelanjaan terbesar dan paling ikonik di Kota Bandung yang terintegrasi dengan taman bermain dalam ruangan Trans Studio Bandung.,Gratis,Pusat belanja,"Belanja, Indoor, Kuliner, Modern",10:00,22:00,10:00,22:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,3.515,118.0,65.0,0.265,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-110,Upside Down World Bandung,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto']",0.5025125628140703,199.0,Positif,-6.8963,107.617,80000,100000,08:00,18:00,180,Taman hiburan yang memiliki deretan ruangan bertema dengan furnitur terbalik untuk berfoto.,Per Orang,Wahana foto interaktif,"Keluarga, Anak-anak, Wahana, Seru",10:00,20:00,10:00,20:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,3.8241206030150754,132.0,32.0,0.5025125628140703,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-111,Venus Cimahi,Rekreasi Keluarga,"['Ramah Anak', 'Kuliner', 'Belanja']",0.9095477386934674,398.0,Sangat Positif,-6.8770592,107.5399984,15000,25000,08:00,18:00,180,"Venus Cimahi merupakan pusat wisata keluarga bertema Family Quality Time di Cimahi yang memadukan waterpark Rainbow, playground Rumah Pohon, foodcourt, dan pusat kebugaran dalam satu lokasi.",Per Orang,Tempat hiburan,"Keluarga, Anak-anak, Wahana, Seru",09:00,20:00,09:00,20:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.736180904522613,374.0,12.0,0.9095477386934674,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-112,Vihara Satya Budhi,Tempat Ibadah,"['Alam', 'Edukasi', 'Santai/Healing']",0.902439024390244,82.0,Sangat Positif,-6.9179615,107.5926411,0,0,07:00,19:00,60,"Vihara tertua bersejarah di Kota Bandung yang didirikan tahun 1855, memiliki ornamen khas Tionghoa yang indah, dan berstatus cagar budaya.",Gratis,Vihara,"Ruang Publik, Santai, Jalan-jalan",07:00,19:00,07:00,19:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.719512195121951,77.0,3.0,0.902439024390244,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-113,Wayang Windu Panenjoan,Wisata Alam,"['Alam', 'Spot Foto', 'Kuliner', 'Belanja', 'Santai/Healing', 'Wahana Ekstrem']",0.96,200.0,Sangat Positif,-7.2041999,107.6264991,20000,20000,07:00,18:00,120,"Area perbukitan dengan jalur kayu dan pemandangan kebun teh, serta jalur untuk trekking dan bersepeda.",Per Orang,Titik panorama,"Alam, Outdoor, Pemandangan, Udara Segar",07:00,18:00,07:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.775,194.0,2.0,0.96,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-114,Wisata Air Gajah Depa,Wahana Air,"['Ramah Anak', 'Spot Foto', 'Kuliner', 'Wahana Ekstrem']",0.7551020408163265,49.0,Sangat Positif,-6.8193829,107.9446083,30000,35000,08:00,16:00,90,"Destinasi waterpark populer keluarga di Sumedang yang menawarkan kolam renang anak-anak, ember tumpah, dan seluncuran air lebar.",Per Orang,Wahana air buatan,"Wisata, Umum, Menarik",08:00,16:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.428571428571429,41.0,4.0,0.7551020408163265,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-115,Wisata Hutan Pinus Pal 16 Cikole Lembang,Wisata Alam,"['Alam', 'Ramah Anak', 'Kuliner', 'Belanja', 'Santai/Healing', 'Wahana Ekstrem']",0.7555555555555555,45.0,Sangat Positif,-6.7798046,107.6454692,10000,10000,08:00,17:00,120,Tempat tidur gantung terbentang di antara pohon di area rehat tenang ini plus penjual makanan & meja piknik.,Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.466666666666667,39.0,5.0,0.7555555555555555,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-116,Wisata Kampoeng Ciherang,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Santai/Healing', 'Wahana Ekstrem']",0.8490566037735849,53.0,Sangat Positif,-6.8293636,107.7978925,20000,20000,08:00,17:00,180,"Destinasi wisata luar ruangan asri di Tanjungsari Sumedang dengan suasana hutan pinus sejuk, kolam renang alami berundak, dan camping ground.",Per Orang,Kawasan rekreasi keluarga,"Keluarga, Anak-anak, Wahana, Seru",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.377358490566038,47.0,2.0,0.8490566037735849,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-117,Kiara Artha Park,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Kuliner', 'Santai/Healing']",0.7282415630550622,563.0,Sangat Positif,-6.916458,107.6422474,10000,10000,07:00,22:00,180,"Taman kota modern dengan kampung budaya Korea, air mancur menari bercahaya & kafe terbuka.",Per Orang,Taman rekreasi,"Keluarga, Anak-anak, Wahana, Seru",07:00,22:00,07:00,22:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.353463587921847,467.0,57.0,0.7282415630550622,tfidf_linearsvc,run_nlp_pipeline_v2,True
