location_id,location_name,latitude,longitude,price_min,price_max,price_type,category,subcategory,jam_buka,jam_tutup,estimasi_durasi_menit,tags_sintetis,deskripsi_google,jam_buka_weekday,jam_tutup_weekday,jam_buka_weekend,jam_tutup_weekend,sumber_deskripsi,sumber_jam,status_deskripsi,status_jam,catatan_jam
LOC-116,Wisata Kampoeng Ciherang,-6.8293636,107.7978925,20000,20000,Per Orang,Rekreasi Keluarga,Kawasan rekreasi keluarga,08:00,17:00,180,"Keluarga, Anak-anak, Wahana, Seru","Destinasi wisata luar ruangan asri di Tanjungsari Sumedang dengan suasana hutan pinus sejuk, kolam renang alami berundak, dan camping ground.",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-117,Kiara Artha Park,-6.916458,107.6422474,10000,10000,Per Orang,Rekreasi Keluarga,Taman rekreasi,07:00,22:00,180,"Keluarga, Anak-anak, Wahana, Seru","Taman kota modern dengan kampung budaya Korea, air mancur menari bercahaya & kafe terbuka.",07:00,22:00,07:00,22:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-118,Forest Walk Babakan Siliwangi,-6.8870113,107.6109441,0,0,Gratis,Wisata Alam,Hutan kota,07:00,17:00,120,"Alam, Outdoor, Pemandangan, Udara Segar",Forest Walk Babakan Siliwangi adalah hutan kota di Tamansari dengan jalur pejalan kaki dari kayu sepanjang 2 km yang merupakan salah satu forest walk terpanjang di Asia Tenggara.,08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-119,Taman Dewi Sartika,-6.9133997,107.6095152,0,0,Gratis,Taman Kota,Ruang publik kota,00:00,23:59,60,"Ruang Publik, Santai, Jalan-jalan",Ruang terbuka hijau rindang bersejarah di kompleks Balai Kota Bandung yang dinamai dari pahlawan nasional perintis pendidikan perempuan.,00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-120,Rumah Guguk,-6.8469616,107.5955585,70000,90000,Per Orang,Wisata Satwa,Wisata hewan peliharaan,10:00,17:00,90,"Wisata, Umum, Menarik",Destinasi rekreasi unik dan ramah anak di Bandung yang menjadi surga para pencinta anjing untuk berinteraksi dengan puluhan ras anjing lucu.,10:00,17:00,10:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-121,NuArt Sculpture Park,-6.8772419,107.5724908,50000,50000,Per Orang,Tempat Seni,Taman patung,08:30,17:00,90,"Edukasi, Sejarah, Budaya, Indoor",NuArt Sculpture Park adalah kompleks seni dan galeri patung kontemporer seluas 3 hektar karya seniman Nyoman Nuarta (pencipta GWK Bali) yang menyajikan taman hijau asri dan studio kreatif.,09:00,17:00,09:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-122,Peta Park,-6.9317342,107.5883194,10000,15000,Per Orang,Rekreasi Keluarga,Taman rekreasi,07:00,21:00,180,"Keluarga, Anak-anak, Wahana, Seru","Taman berlanskap yang rindang dengan kebun & air terjun kecil, plus area bermain & pedagang makanan.",07:00,21:00,07:00,21:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-123,Museum Pendidikan Nasional UPI,-6.8597725,107.5941677,5000,15000,Per Orang,Tempat Belajar,Tempat edukasi,08:00,15:00,90,"Wisata, Umum, Menarik","Museum Pendidikan Nasional UPI adalah museum lima lantai di kampus UPI Bandung yang melestarikan sejarah pendidikan Indonesia dari masa prasejarah hingga reformasi, serta berfungsi sebagai pusat penelitian.",08:00,15:00,,,internet_research_verified,upi.edu (situs resmi museum),filled_from_reliable_source,seasonal_or_uncertain,Museum buka weekday (Sen-Jum) 09:00-15:00. Weekend hanya menerima kunjungan dengan reservasi khusus dan biaya tambahan. Jam weekend dikosongkan karena bersyarat.
LOC-124,Museum Barli,-6.8783934,107.5875219,25000,25000,Per Orang,Tempat Belajar,Tempat edukasi,10:00,17:00,90,"Wisata, Umum, Menarik","Koleksi lukisan & pahatan pribadi karya seniman lokal, serta kafe & restoran trendi.",10:00,17:00,10:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-125,Wot Batu,-6.8585391,107.6366148,50000,50000,Per Orang,Tempat Seni,Instalasi seni,10:00,16:30,90,"Edukasi, Sejarah, Budaya, Indoor",Museum outdoor dengan taman Jepang & patung batu besar di lingkungan tenang.,Tutup,Tutup,Tutup,Tutup,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-126,Lawangwangi Creative Space,-6.8476429,107.6275129,25000,200000,Per Orang,Tempat Seni,Ruang kreatif,12:00,20:00,90,"Edukasi, Sejarah, Budaya, Indoor","Galeri seni kontemporer, ruang kreativitas & kafe dengan area duduk indoor/outdoor & pemandangan yang indah.",12:00,20:00,10:00,21:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-127,Sarae Hills,-6.8436646,107.6242395,35000,35000,Per Orang,Rekreasi Keluarga,Taman rekreasi tematik,08:00,18:00,180,"Keluarga, Anak-anak, Wahana, Seru",Sarae Hills di Lembang adalah destinasi wisata bertema keliling dunia yang menampilkan replika bangunan ikonik internasional seperti Menara Eiffel dan Sphinx dengan kafe panorama perbukitan.,09:00,17:00,09:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-128,Observatorium Bosscha,-6.8244765,107.61602,50000,50000,Per Orang,Tempat Belajar,Observatorium,08:00,17:00,90,"Wisata, Umum, Menarik","Observatorium Bosscha adalah observatorium astronomi tertua dan terbesar di Indonesia yang dikelola ITB di Lembang, memiliki teleskop Zeiss ikonik dan berstatus cagar budaya nasional sejak 2004.",09:00,14:00,09:00,14:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-129,Curug Dago,-6.8654924,107.6181817,15000,15000,Per Orang,Wisata Alam,Daya tarik alam,07:00,17:00,120,"Alam, Outdoor, Pemandangan, Udara Segar",Curug Dago adalah air terjun setinggi 12 meter dari aliran Sungai Cikapundung di kawasan Tahura Djuanda yang menyimpan dua prasasti bersejarah peninggalan Raja Thailand abad ke-19.,08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-130,Fairy Garden by The Lodge,-6.8233175,107.6886132,25000,25000,Per Orang,Rekreasi Keluarga,Taman rekreasi tematik,08:00,18:00,180,"Keluarga, Anak-anak, Wahana, Seru","Fairy Garden by The Lodge adalah taman bermain bertema negeri dongeng di Lembang yang memadukan wahana edukatif anak, pertunjukan peri, dan spot foto ikonik di tengah hutan pinus.",09:00,17:00,08:00,20:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-131,Cikole Jayagiri Resort,-6.7823255,107.650253,15000,25000,Per Orang,Penginapan Wisata,Resort wisata,08:00,17:00,90,"Wisata, Umum, Menarik","Cikole Jayagiri Resort adalah resor wisata alam di hutan pinus Lembang yang menawarkan penginapan kabin kayu, area camping, interaksi dengan rusa, serta beragam wahana outbound.",07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-132,Bird & Bromelia Pavilion,-6.8408955,107.6376637,35000,50000,Per Orang,Wisata Satwa,Taman burung,09:00,17:00,90,"Wisata, Umum, Menarik",Bird & Bromelia Pavilion di Pramestha Resort Town Lembang adalah taman burung edukatif yang memelihara sekitar 600 ekor burung dari berbagai spesies serta koleksi tanaman bromelia hias.,09:00,17:00,09:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-133,Punclut Bandung (Puncak Ciumbuleuit),-6.8552,107.6116,0,0,Gratis,Wisata Alam,Kawasan panorama,08:00,00:00,120,"Alam, Outdoor, Pemandangan, Udara Segar",Punclut (Puncak Ciumbuleuit) adalah kawasan wisata kuliner dan panorama di dataran tinggi Bandung yang menyajikan pemandangan city light malam hari dan spot foto instagramable perbukitan.,08:00,00:00,08:00,00:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-134,Bukit Bintang Bandung (Patahan Lembang),-6.8219342,107.6623629,15000,25000,Per Orang,Wisata Alam,Daya tarik alam,06:00,17:00,120,"Alam, Outdoor, Pemandangan, Udara Segar","Bukit Bintang Bandung di kawasan Cimenyan menawarkan panorama hutan pinus, jalur hiking menuju Patahan Lembang, serta pesona city light gemerlap Kota Bandung dari ketinggian 1.442 mdpl.",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-135,Taman Main Mili-Mili & Hutan Mycelia,-6.7854682,107.6516053,50000,50000,Per Orang,Rekreasi Keluarga,Taman rekreasi tematik,18:00,22:00,180,"Keluarga, Anak-anak, Wahana, Seru","Taman Main Mili-Mili & Hutan Mycelia adalah wahana wisata malam interaktif di Grafika Cikole yang mengangkat tema peradaban jamur dengan instalasi cahaya, video mapping, dan treasure hunt di hutan pinus.",18:00,22:00,18:00,22:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-136,Tepi Danau,-6.8594685,107.4625265,20000,30000,Per Orang,Wisata Alam,Tepi danau,06:00,18:00,120,"Alam, Outdoor, Pemandangan, Udara Segar","Danau buatan estetik bekas galian pasir di Kota Baru Parahyangan Padalarang yang menawarkan rekreasi perahu air, mini zoo, dan bersantai kuliner.",06:00,18:00,06:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-137,Rumah Belanda,-6.780124,107.7075748,25000,50000,Per Orang,Tempat Budaya,Rumah tematik budaya,08:00,17:00,90,"Wisata, Umum, Menarik","Rumah Belanda Lembang adalah destinasi wisata tematik bertema Negeri Kincir Angin di Maribaya yang menawarkan spot foto arsitektur Belanda, sewa kostum tradisional, dan kuliner khas Eropa.",10:00,17:00,10:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-138,Kebun Teh Sukawana,-6.89556,107.58361,10000,10000,Per Orang,Wisata Alam,Daya tarik alam,00:00,23:59,120,"Alam, Outdoor, Pemandangan, Udara Segar",Perkebunan teh peninggalan kolonial di Parongpong Bandung Barat yang menawarkan panorama asri Gunung Burangrang dan sensasi tea walk menyegarkan.,00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-139,Kawah Rengganis Ciwidey,-7.1724375,107.3766875,15000,100000,Per Orang,Wisata Alam,Daya tarik alam,08:00,17:00,120,"Alam, Outdoor, Pemandangan, Udara Segar","Kawah Rengganis adalah kawah vulkanik di Rancabali yang menyuguhkan kolam rendam air panas alami, jembatan gantung ikonik Rengganis Suspension Bridge, dan wahana Keranjang Sultan.",07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-140,Rengganis Suspension Bridge,-7.1735,107.374,70000,100000,Per Orang,Wisata Petualangan,Jembatan gantung,07:00,17:00,90,"Wisata, Umum, Menarik",Jembatan gantung spektakuler sepanjang 370 meter di Ciwidey yang menghubungkan area parkir ke destinasi pemandian air panas alami Kawah Rengganis.,07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-141,Taman Wisata Bougenville,-7.110494,107.601071,35000,35000,Per Orang,Rekreasi Keluarga,Taman rekreasi alam,08:00,18:00,180,"Keluarga, Anak-anak, Wahana, Seru","Taman Wisata Bougenville di Gunung Puntang merupakan kawasan wisata alam yang menyuguhkan taman bunga, sungai Cigeureuh yang jernih, wahana flying fox, serta penginapan villa di ketinggian 1.200 mdpl.",08:00,16:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-142,Hejo Forest Ciwidey,-7.143119,107.3912496,15000,250000,Per Orang,Wisata Alam,Hutan wisata,07:00,17:00,120,"Alam, Outdoor, Pemandangan, Udara Segar","Hejo Forest Ciwidey adalah kawasan camping dan glamping di lereng Gunung Patuha seluas 5,5 hektar yang menawarkan kolam rendam air panas alami di tengah suasana hutan sejuk bersuhu 12-16°C.",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-143,Driam Riverside,-7.06826,107.4904614,15000,310000,Per Orang,Penginapan Wisata,Resort wisata,08:00,17:00,90,"Wisata, Umum, Menarik","D'Riam Riverside Ciwidey adalah destinasi wisata tepi sungai di Pasirjambu yang memadukan penginapan, restoran, dan wahana petualangan alam seperti river tubing dan offroad dalam satu kawasan.",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-144,Barusen Hills Ciwidey,-7.1186146,107.5000118,25000,35000,Per Orang,Rekreasi Keluarga,Taman rekreasi keluarga,08:00,17:00,180,"Keluarga, Anak-anak, Wahana, Seru",Destinasi hiburan di kaki bukit dengan pusat akuatik dan taman di tengah panorama pegunungan yang indah.,08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-145,Palalangon Park,-7.1107391,107.4956463,15000,30000,Per Orang,Rekreasi Keluarga,Taman rekreasi,07:30,16:30,180,"Keluarga, Anak-anak, Wahana, Seru",Area rekreasi di lereng bukit dengan kolam renang outdoor & dek observasi dengan kreasi latar untuk selfie.,07:30,16:30,07:30,16:30,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-146,Taman Love Soreang,-7.0449031,107.5039119,25000,30000,Per Orang,Rekreasi Keluarga,Taman rekreasi keluarga,08:00,18:00,180,"Keluarga, Anak-anak, Wahana, Seru","Taman Love Soreang adalah destinasi wisata bertema cinta di perbukitan Soreang yang menawarkan ornamen hati, kolam renang Aurora berbentuk hati, playground, serta panorama city light Kota Bandung.",07:00,20:00,07:00,21:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-147,Victory Waterpark Soreang,-7.0316564,107.5072181,40000,60000,Per Orang,Wahana Air,Wahana air buatan,08:00,17:00,90,"Wisata, Umum, Menarik","Taman bermain air keluarga di Soreang yang memiliki fasilitas kolam renang luas, kolam ombak, mandi busa, dan berbagai seluncuran seru.",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-148,Pesona Nirwana Waterpark,-7.0409974,107.5266339,40000,50000,Per Orang,Wahana Air,Wahana air buatan,09:00,17:00,90,"Wisata, Umum, Menarik","Taman wisata air seru dengan kolam renang, seluncur, & sungai mengapung santai, dilengkapi food court.",09:00,17:00,09:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-149,Taman Wisata Alam Cimanggu,-7.1453684,107.3912258,15000,15000,Per Orang,Wisata Alam,Taman wisata alam,00:00,23:59,120,"Alam, Outdoor, Pemandangan, Udara Segar",Taman Wisata Alam Cimanggu adalah kawasan pemandian air panas alami di ketinggian 1.100-1.500 mdpl dari sumber Gunung Patuha yang dipercaya berkhasiat mengandung mineral kalsium dan litium.,07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-150,Southland Camp Ciwidey,-7.1425721,107.3921291,26000,26000,Per Orang,Tempat Camping,Camping ground,08:00,17:00,90,"Wisata, Umum, Menarik","Southland Camp Ciwidey adalah area perkemahan alam di hutan pinus Rancabali yang menyediakan fasilitas camping keluarga, api unggun, serta aneka wahana petualangan alam.",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-151,Ecopark Curug Tilu Ciwidey,-7.1499028,107.3757828,25000,40000,Per Orang,Wisata Alam,Daya tarik alam,07:00,19:00,120,"Alam, Outdoor, Pemandangan, Udara Segar","Ecopark Curug Tilu adalah taman wisata keluarga ramah lingkungan di kebun teh Rancabali yang menampilkan tiga air terjun buatan estetik, Rainbow Slide, playground anak, dan penginapan Rumah Hobbit.",07:00,19:00,07:00,21:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-152,Kebun Teh Rancabali,-7.111493,107.4152189,0,0,Gratis,Wisata Alam,Daya tarik alam,07:00,17:00,120,"Alam, Outdoor, Pemandangan, Udara Segar","Kebun Teh Rancabali merupakan perkebunan teh luas di ketinggian 1.650 mdpl yang menawarkan hamparan hijau fotogenik, wisata edukasi pabrik teh Walini, serta jalur tea walk di udara sejuk pegunungan.",07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-153,Perkebunan Teh Malabar,-7.2029908,107.5911852,5000,15000,Per Orang,Wisata Alam,Daya tarik alam,07:00,17:00,120,"Alam, Outdoor, Pemandangan, Udara Segar",Perkebunan Teh Malabar di Pangalengan adalah salah satu perkebunan teh tertua di Indonesia seluas 2.022 hektar yang didirikan K.A.R. Bosscha pada 1896 dan menyimpan situs sejarah kolonial.,07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-154,Kampung Singkur,-7.1843442,107.5467251,10000,10000,Per Orang,Wisata Petualangan,Wisata sungai,08:00,17:00,90,"Wisata, Umum, Menarik","Kampung Singkur di Hutan Pinus Rahong, Pangalengan adalah destinasi wisata alam dan petualangan sungai yang menyuguhkan rafting di Sungai Palayangan, offroad, serta area camping hutan pinus.",07:00,19:00,07:00,19:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-155,Curug Panganten,-6.8435086,107.5639385,5000,5000,Per Orang,Wisata Alam,Daya tarik alam,07:00,17:00,120,"Alam, Outdoor, Pemandangan, Udara Segar",Curug Panganten adalah air terjun kembar alami di Pangalengan yang namanya berarti 'pengantin' dalam bahasa Sunda karena dua alirannya yang berdampingan seperti sepasang pengantin.,07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-156,Gunung Artapela,-7.178754,107.6492849,15000,15000,Per Orang,Wisata Alam,Daya tarik alam,00:00,23:59,120,"Alam, Outdoor, Pemandangan, Udara Segar",Gunung tidak aktif setinggi 2.194 mdpl di Kertasari Kabupaten Bandung yang memiliki area puncak Sulibra yang luas dan dikenal ramah pendaki pemula.,00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-157,Hutan Pinus Rahong,-7.1807,107.547,5000,5000,Per Orang,Wisata Alam,Daya tarik alam,06:30,18:00,120,"Alam, Outdoor, Pemandangan, Udara Segar","Pusat aktivitas outdoor yang menawarkan paintball, arung jeram, mendaki, berkemah, dan panorama kebun teh.",06:30,18:00,06:30,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-158,Situ Ninah (Situ Datar),-7.03278,107.56611,25000,25000,Per Orang,Wisata Alam,Daya tarik alam,07:00,17:00,120,"Alam, Outdoor, Pemandangan, Udara Segar",Situ Ninah (Situ Datar) adalah danau alami eksotis di tengah perkebunan teh Pasir Malang Pangalengan yang dikelilingi hutan pinus rindang dan populer sebagai area berkemah 24 jam.,00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-159,Penangkaran Rusa Kertamanah,-7.1902358,107.6106834,5000,10000,Per Orang,Wisata Satwa,Penangkaran rusa,07:00,17:00,90,"Wisata, Umum, Menarik",Penangkaran Rusa Kertamanah adalah destinasi wisata edukasi keluarga di Margamukti Pangalengan tempat pengunjung dapat memberi makan dan berfoto dengan kawanan rusa jinak di alam terbuka.,07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-160,Kawah Wayang,-7.2069313,107.6373723,15000,15000,Per Orang,Wisata Alam,Daya tarik alam,00:00,23:59,120,"Alam, Outdoor, Pemandangan, Udara Segar",Destinasi geowisata di lereng Gunung Wayang Pangalengan yang menyajikan keindahan kepulan asap belerang putih di antara bebatuan dan pemandian air panas alami.,00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-161,Pemandian Air Panas Cibolang,-7.2320625,107.6169375,25000,40000,Per Orang,Wisata Alam,Daya tarik alam,00:00,23:59,120,"Alam, Outdoor, Pemandangan, Udara Segar",Kompleks kolam mata air panas outdoor di antara kebun teh & lereng berhutan lebat.,00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-162,Rumah Putih Cukul,-7.0315,107.7203,10000,10000,Per Orang,Rekreasi Keluarga,Wahana foto panorama,08:00,18:00,180,"Keluarga, Anak-anak, Wahana, Seru",Rumah Putih Cukul (Villa Jerman) adalah bangunan cagar budaya bergaya arsitektur klasik Eropa peninggalan kolonial Belanda yang berdiri megah di tengah hamparan kebun teh Cukul Pangalengan.,08:00,18:00,08:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-163,Kampung Adat Cikondang,-7.1275756,107.5514148,25000,50000,Per Orang,Desa Wisata,Kampung adat,08:00,17:00,90,"Wisata, Umum, Menarik",Kampung Adat Cikondang di kaki Gunung Tilu Pangalengan adalah permukiman adat Sunda kuno yang melestarikan rumah kayu tradisional Bumi Adat dan kawasan Hutan Larangan yang sakral.,08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-164,Java Preanger Gunung Tilu,-7.1570989,107.5642904,25000,50000,Per Orang,Wisata Alam,Daya tarik alam,00:00,18:00,120,"Alam, Outdoor, Pemandangan, Udara Segar",Java Preanger Gunung Tilu merupakan sentra edukasi perkebunan dan pengolahan kopi Arabika legendaris Priangan di Margamulya Pangalengan yang menawarkan cita rasa aroma rempah dan jeruk.,08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-165,Malabar Mountain Coffee Shop & Eatery,-7.2029,107.5912,25000,100000,Per Orang,Tempat Kuliner,Coffee shop,08:00,21:00,90,"Kuliner, Nongkrong, Santai",Malabar Mountain Coffee Shop & Eatery adalah kedai kopi specialty di kaki Gunung Malabar Pangalengan yang menawarkan seduhan kopi Arabika lokal hasil kebun sendiri berlatar panorama alam pegunungan.,08:00,20:00,08:00,21:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-166,Muara Rahong Hills,-6.9325,107.5625,0,0,Gratis,Wisata Alam,Perbukitan,07:00,17:00,120,"Alam, Outdoor, Pemandangan, Udara Segar",Muara Rahong Hills adalah kawasan glamping tepi sungai di tengah hutan pinus Rahong Pangalengan yang dilengkapi dengan area petualangan outbound seperti rafting dan off-road.,08:00,18:00,08:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-167,Cicalengka Dreamland,-6.9686051,107.8855249,0,0,Gratis,Rekreasi Keluarga,Taman rekreasi tematik,09:00,17:00,180,"Keluarga, Anak-anak, Wahana, Seru","Taman keluarga dengan zip line, area bermain & tempat berfoto yang berlatar gunung atau sawah.",09:00,17:00,08:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-168,Curug Cinulang,-6.9628443,107.881471,10000,15000,Per Orang,Wisata Alam,Daya tarik alam,08:00,16:00,120,"Alam, Outdoor, Pemandangan, Udara Segar",Sepasang air terjun yang mengalir melalui tebing & dapat diakses dengan jalan kayu curam di jurang sempit.,08:00,16:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-169,Dago Bakery Punclut,-6.8423415,107.6228747,20000,25000,Per Orang,Tempat Kuliner,Bakery wisata,09:00,21:00,90,"Kuliner, Nongkrong, Santai",Restoran kuliner bergaya kastil Eropa klasik di Lembang yang menyajikan aneka roti dan hidangan lezat dengan panorama perbukitan yang menawan.,09:00,21:00,08:00,21:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-170,Tafso Barn,-6.8424051,107.6227991,19000,50000,Per Orang,Tempat Kuliner,Restoran wisata,11:00,22:00,90,"Kuliner, Nongkrong, Santai","Tafso Barn adalah restoran tematik bernuansa taman lereng bukit di kawasan Punclut yang menawarkan tempat duduk unik mirip sangkar burung, spot foto estetik, dan panorama alam sejuk.",12:00,20:00,09:00,20:30,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
