test_id,query,status,issues,rank,name,category,score,base_score,query_score,distance_km,distance_label,produk_utama,price_range,price_min_idr,price_max_idr,price_bucket,price_confidence,daya_tahan_produk,daya_tahan_produk_class,cocok_untuk,best_use_case,warnings,main_recommendation_eligible
OO-AUD-033,oleh-oleh praktis banyak rasa,PASS,,4,Bandung Miyucheeze,kue_bolu_pastry,57.81,72.0,7.5,,Jarak belum dihitung,"Japanese Cheesecake, Cheese Tart",Rp 50.000 - Rp 100.000,50000,100000,50k-100k,medium,3-4 hari di kulkas,sedang,"Pecinta keju, keluarga, hadiah premium",Oleh-oleh premium untuk keluarga,price_estimate_medium_confidence,True
OO-AUD-033,oleh-oleh praktis banyak rasa,PASS,,5,Keripik Tempe Tembul,snack_keripik,55.47,69.0,7.5,,Jarak belum dihitung,Keripik tempe aneka rasa,Rp 15.000 - Rp 35.000,15000,35000,<50k,high,1-3 bulan,tinggi,"Semua kalangan, camilan perjalanan",Camilan di bus/mobil,,True
OO-AUD-034,camilan grosir murah,PASS,,1,Keripik Tempe Tembul,snack_keripik,73.05,69.0,87.41,,Jarak belum dihitung,Keripik tempe aneka rasa,Rp 15.000 - Rp 35.000,15000,35000,<50k,high,1-3 bulan,tinggi,"Semua kalangan, camilan perjalanan",Camilan di bus/mobil,,True
OO-AUD-034,camilan grosir murah,PASS,,2,Central Snack,snack_keripik,70.36,62.0,100.0,,Jarak belum dihitung,"Camilan ringan, kerupuk, basreng",Rp 10.000 - Rp 40.000,10000,40000,<50k,medium,1-3 bulan,tinggi,Rombongan wisata,Camilan curah/grosir,price_estimate_medium_confidence,True
OO-AUD-034,camilan grosir murah,PASS,,3,*UMMI* Snack Lembang,snack_keripik,67.66,62.0,87.73,,Jarak belum dihitung,"Aneka snack kemasan, keripik, sale pisang",Rp 15.000 - Rp 45.000,15000,45000,<50k,medium,1-3 bulan,tinggi,"Rombongan, camilan perjalanan",Nyemil di kendaraan,review_text_low;price_estimate_medium_confidence,True
OO-AUD-034,camilan grosir murah,PASS,,4,Bubunasnack,snack_keripik,63.34,53.0,100.0,,Jarak belum dihitung,"Keripik, makanan kering ringan",Rp 15.000 - Rp 35.000,15000,35000,<50k,medium,1-2 bulan,tinggi,Semua usia,Teman nonton,manual_low_rank;price_estimate_medium_confidence,True
OO-AUD-035,hantaran resmi Bandung,PASS,,1,Donatsu - Donat Susu Lembang,kue_bolu_pastry,67.94,82.0,18.07,,Jarak belum dihitung,"Donat susu berbagai topping (Milky cream, tabur, kreasi)",Rp 40.000 - Rp 90.000,40000,90000,<50k,high,1-3 hari,rendah,"Keluarga, anak-anak, penggemar makanan manis",Camilan di jalan atau oleh-oleh cepat saji,,True
OO-AUD-035,hantaran resmi Bandung,PASS,,2,"Siliwangi Bolu Kukus Lembang, Bandung",kue_bolu_pastry,61.57,69.0,35.22,,Jarak belum dihitung,"Bolu kukus (Black forest, Alpukat, dll)",Rp 34.000 - Rp 47.000,34000,47000,<50k,high,3-4 hari suhu ruang,sedang,"Keluarga, acara santai",Kue hantaran atau konsumsi rumah,,True
OO-AUD-035,hantaran resmi Bandung,PASS,,3,Bandung Miyucheeze,kue_bolu_pastry,61.26,72.0,23.17,,Jarak belum dihitung,"Japanese Cheesecake, Cheese Tart",Rp 50.000 - Rp 100.000,50000,100000,50k-100k,medium,3-4 hari di kulkas,sedang,"Pecinta keju, keluarga, hadiah premium",Oleh-oleh premium untuk keluarga,price_estimate_medium_confidence,True
OO-AUD-035,hantaran resmi Bandung,PASS,,4,Serba Susu Lembang,olahan_susu,61.21,74.0,15.86,,Jarak belum dihitung,"Permen susu, Susu murni botol, Yoguroll, Bola-bola susu",Rp 15.000 - Rp 85.000,15000,85000,<50k,high,"Susu murni (1-2 hari dingin), permen (berbulan-bulan)",tinggi,"Anak-anak, pecinta susu, keluarga","Oleh-oleh sehat, konsumsi harian",,True
OO-AUD-035,hantaran resmi Bandung,PASS,,5,Bakulsaudi / Grosir dan Gudang Kurma Bandung / Pusat Kurma Termurah Bandung / Pusat Oleh Oleh Haji Umroh Bandung,haji_umroh_kurma,60.78,73.0,17.44,,Jarak belum dihitung,"Kurma, kismis, air zamzam, hampers haji/umroh",Rp 35.000 - Rp 300.000+,35000,300000,<50k,medium,Berbulan-bulan hingga 1 tahun,tinggi,"Jamaah haji/umroh, hadiah religius",Paket oleh-oleh ibadah,category_coverage_low;price_estimate_medium_confidence,True
OO-AUD-036,oleh-oleh tahan lama non makanan,PASS,,1,Karma Oleh Oleh Bandung,souvenir_non_makanan,75.59,70.0,95.41,,Jarak belum dihitung,"Kaos Bandung, souvenir, gantungan kunci, kerajinan",Rp 10.000 - Rp 150.000,10000,150000,<50k,high,Sangat lama (Non-makanan),tinggi,"Wisatawan, rombongan tour",Kenang-kenangan fisik dari Bandung,category_coverage_low,True
